task,seed,variant,sample_id,canary_index,source_prediction,emulator_prediction,hardware_prediction,evaluation_label
shd,5772,reset_repaired,shd-test-00140,48,9,9,9,1
shd,8119,original,shd-test-00140,48,9,9,9,1
shd,8119,reset_repaired,shd-test-00140,48,9,9,9,1
shd,1701,original,shd-test-00142,49,6,6,6,6
shd,1701,reset_repaired,shd-test-00142,49,6,6,6,6
shd,2718,original,shd-test-00142,49,6,6,6,6
shd,2718,reset_repaired,shd-test-00142,49,6,6,6,6
shd,3141,original,shd-test-00142,49,6,6,6,6
shd,3141,reset_repaired,shd-test-00142,49,6,6,6,6
shd,5772,original,shd-test-00142,49,6,6,6,6
shd,5772,reset_repaired,shd-test-00142,49,6,6,6,6
shd,8119,original,shd-test-00142,49,6,6,6,6
shd,8119,reset_repaired,shd-test-00142,49,6,6,6,6
shd,1701,original,shd-test-00145,50,15,15,15,15
shd,1701,reset_repaired,shd-test-00145,50,15,15,15,15
shd,2718,original,shd-test-00145,50,15,15,15,15
shd,2718,reset_repaired,shd-test-00145,50,15,15,10,15
shd,3141,original,shd-test-00145,50,15,15,15,15
shd,3141,reset_repaired,shd-test-00145,50,15,15,15,15
shd,5772,original,shd-test-00145,50,15,15,15,15
shd,5772,reset_repaired,shd-test-00145,50,15,15,15,15
shd,8119,original,shd-test-00145,50,15,15,15,15
shd,8119,reset_repaired,shd-test-00145,50,15,15,15,15
shd,1701,original,shd-test-00150,51,5,5,5,5
shd,1701,reset_repaired,shd-test-00150,51,5,5,5,5
shd,2718,original,shd-test-00150,51,5,5,5,5
shd,2718,reset_repaired,shd-test-00150,51,5,5,5,5
shd,3141,original,shd-test-00150,51,5,5,5,5
shd,3141,reset_repaired,shd-test-00150,51,5,5,13,5
shd,5772,original,shd-test-00150,51,5,5,5,5
shd,5772,reset_repaired,shd-test-00150,51,5,5,5,5
shd,8119,original,shd-test-00150,51,5,5,5,5
shd,8119,reset_repaired,shd-test-00150,51,5,5,5,5
shd,1701,original,shd-test-00151,52,13,13,13,5
shd,1701,reset_repaired,shd-test-00151,52,13,13,13,5
shd,2718,original,shd-test-00151,52,13,13,13,5
shd,2718,reset_repaired,shd-test-00151,52,13,7,13,5
shd,3141,original,shd-test-00151,52,13,7,7,5
shd,3141,reset_repaired,shd-test-00151,52,13,13,5,5
shd,5772,original,shd-test-00151,52,13,11,15,5
shd,5772,reset_repaired,shd-test-00151,52,13,5,5,5
shd,8119,original,shd-test-00151,52,13,13,13,5
shd,8119,reset_repaired,shd-test-00151,52,13,13,13,5
shd,1701,original,shd-test-00152,53,8,8,8,8
shd,1701,reset_repaired,shd-test-00152,53,8,8,8,8
shd,2718,original,shd-test-00152,53,8,8,8,8
shd,2718,reset_repaired,shd-test-00152,53,8,8,8,8
shd,3141,original,shd-test-00152,53,8,8,8,8
shd,3141,reset_repaired,shd-test-00152,53,8,8,8,8
shd,5772,original,shd-test-00152,53,8,8,8,8
shd,5772,reset_repaired,shd-test-00152,53,8,8,8,8
shd,8119,original,shd-test-00152,53,8,8,8,8
shd,8119,reset_repaired,shd-test-00152,53,8,8,8,8
shd,1701,original,shd-test-00155,54,15,15,15,15
shd,1701,reset_repaired,shd-test-00155,54,15,19,19,15
shd,2718,original,shd-test-00155,54,15,15,15,15
shd,2718,reset_repaired,shd-test-00155,54,15,15,19,15
shd,3141,original,shd-test-00155,54,15,15,15,15
shd,3141,reset_repaired,shd-test-00155,54,15,15,15,15
shd,5772,original,shd-test-00155,54,15,15,15,15
shd,5772,reset_repaired,shd-test-00155,54,15,15,15,15
shd,8119,original,shd-test-00155,54,1,15,15,15
shd,8119,reset_repaired,shd-test-00155,54,1,1,1,15
shd,1701,original,shd-test-00156,55,7,7,7,7
shd,1701,reset_repaired,shd-test-00156,55,7,7,7,7
shd,2718,original,shd-test-00156,55,7,7,7,7
shd,2718,reset_repaired,shd-test-00156,55,7,7,7,7
shd,3141,original,shd-test-00156,55,7,7,7,7
shd,3141,reset_repaired,shd-test-00156,55,7,7,7,7
shd,5772,original,shd-test-00156,55,7,7,7,7
shd,5772,reset_repaired,shd-test-00156,55,7,7,7,7
shd,8119,original,shd-test-00156,55,7,7,7,7
shd,8119,reset_repaired,shd-test-00156,55,7,7,7,7
shd,1701,original,shd-test-00157,56,3,2,2,2
shd,1701,reset_repaired,shd-test-00157,56,3,3,3,2
shd,2718,original,shd-test-00157,56,2,2,2,2
shd,2718,reset_repaired,shd-test-00157,56,2,2,2,2
shd,3141,original,shd-test-00157,56,2,3,2,2
shd,3141,reset_repaired,shd-test-00157,56,2,2,3,2
shd,5772,original,shd-test-00157,56,2,2,2,2
shd,5772,reset_repaired,shd-test-00157,56,2,2,2,2
shd,8119,original,shd-test-00157,56,2,3,2,2
shd,8119,reset_repaired,shd-test-00157,56,2,0,2,2
shd,1701,original,shd-test-00161,57,16,16,14,16
shd,1701,reset_repaired,shd-test-00161,57,16,14,16,16
shd,2718,original,shd-test-00161,57,14,16,16,16
shd,2718,reset_repaired,shd-test-00161,57,14,14,14,16
shd,3141,original,shd-test-00161,57,16,16,16,16
shd,3141,reset_repaired,shd-test-00161,57,16,16,16,16
shd,5772,original,shd-test-00161,57,17,17,17,16
shd,5772,reset_repaired,shd-test-00161,57,17,14,14,16
shd,8119,original,shd-test-00161,57,17,14,14,16
shd,8119,reset_repaired,shd-test-00161,57,17,17,17,16
shd,1701,original,shd-test-00162,58,10,10,10,10
shd,1701,reset_repaired,shd-test-00162,58,10,10,10,10
shd,2718,original,shd-test-00162,58,10,10,10,10
shd,2718,reset_repaired,shd-test-00162,58,10,10,10,10
shd,3141,original,shd-test-00162,58,10,10,10,10
shd,3141,reset_repaired,shd-test-00162,58,10,10,10,10
shd,5772,original,shd-test-00162,58,10,10,10,10
shd,5772,reset_repaired,shd-test-00162,58,10,10,10,10
shd,8119,original,shd-test-00162,58,10,10,10,10
shd,8119,reset_repaired,shd-test-00162,58,10,10,10,10
shd,1701,original,shd-test-00163,59,9,9,9,9
shd,1701,reset_repaired,shd-test-00163,59,9,9,9,9
shd,2718,original,shd-test-00163,59,9,9,9,9
shd,2718,reset_repaired,shd-test-00163,59,9,9,9,9
shd,3141,original,shd-test-00163,59,9,9,9,9
shd,3141,reset_repaired,shd-test-00163,59,9,9,9,9
shd,5772,original,shd-test-00163,59,19,19,19,9
shd,5772,reset_repaired,shd-test-00163,59,19,19,19,9
shd,8119,original,shd-test-00163,59,9,9,9,9
shd,8119,reset_repaired,shd-test-00163,59,9,9,9,9
shd,1701,original,shd-test-00170,60,18,18,18,18
shd,1701,reset_repaired,shd-test-00170,60,18,18,18,18
shd,2718,original,shd-test-00170,60,18,18,18,18
shd,2718,reset_repaired,shd-test-00170,60,18,18,18,18
shd,3141,original,shd-test-00170,60,18,18,18,18
shd,3141,reset_repaired,shd-test-00170,60,18,18,18,18
shd,5772,original,shd-test-00170,60,18,18,18,18
shd,5772,reset_repaired,shd-test-00170,60,18,18,18,18
shd,8119,original,shd-test-00170,60,18,18,18,18
shd,8119,reset_repaired,shd-test-00170,60,18,18,18,18
shd,1701,original,shd-test-00173,61,12,12,12,12
shd,1701,reset_repaired,shd-test-00173,61,12,12,12,12
shd,2718,original,shd-test-00173,61,13,16,16,12
shd,2718,reset_repaired,shd-test-00173,61,13,13,13,12
shd,3141,original,shd-test-00173,61,12,16,16,12
shd,3141,reset_repaired,shd-test-00173,61,12,12,12,12
shd,5772,original,shd-test-00173,61,12,16,16,12
shd,5772,reset_repaired,shd-test-00173,61,12,12,12,12
shd,8119,original,shd-test-00173,61,13,7,7,12
shd,8119,reset_repaired,shd-test-00173,61,13,13,13,12
shd,1701,original,shd-test-00174,62,4,19,1,19
shd,1701,reset_repaired,shd-test-00174,62,4,1,9,19
shd,2718,original,shd-test-00174,62,4,9,9,19
shd,2718,reset_repaired,shd-test-00174,62,4,9,9,19
shd,3141,original,shd-test-00174,62,1,19,1,19
shd,3141,reset_repaired,shd-test-00174,62,1,1,1,19
shd,5772,original,shd-test-00174,62,19,19,19,19
shd,5772,reset_repaired,shd-test-00174,62,19,19,19,19
shd,8119,original,shd-test-00174,62,1,19,19,19
shd,8119,reset_repaired,shd-test-00174,62,1,1,19,19
shd,1701,original,shd-test-00175,63,9,18,18,5
shd,1701,reset_repaired,shd-test-00175,63,9,9,18,5
shd,2718,original,shd-test-00175,63,18,18,18,5
shd,2718,reset_repaired,shd-test-00175,63,18,18,18,5
shd,3141,original,shd-test-00175,63,18,18,18,5
shd,3141,reset_repaired,shd-test-00175,63,18,18,18,5
shd,5772,original,shd-test-00175,63,18,18,18,5
shd,5772,reset_repaired,shd-test-00175,63,18,18,18,5
shd,8119,original,shd-test-00175,63,18,18,18,5
shd,8119,reset_repaired,shd-test-00175,63,18,18,18,5
shd,1701,original,shd-test-00179,64,14,14,14,14
shd,1701,reset_repaired,shd-test-00179,64,14,14,14,14
shd,2718,original,shd-test-00179,64,14,8,8,14
shd,2718,reset_repaired,shd-test-00179,64,14,14,14,14
shd,3141,original,shd-test-00179,64,14,16,16,14
shd,3141,reset_repaired,shd-test-00179,64,14,14,16,14
shd,5772,original,shd-test-00179,64,14,14,14,14
shd,5772,reset_repaired,shd-test-00179,64,14,14,14,14
shd,8119,original,shd-test-00179,64,14,14,14,14
shd,8119,reset_repaired,shd-test-00179,64,14,14,14,14
shd,1701,original,shd-test-00181,65,9,5,5,9
shd,1701,reset_repaired,shd-test-00181,65,9,9,13,9
shd,2718,original,shd-test-00181,65,13,5,5,9
shd,2718,reset_repaired,shd-test-00181,65,13,13,13,9
shd,3141,original,shd-test-00181,65,9,5,5,9
shd,3141,reset_repaired,shd-test-00181,65,9,9,9,9
shd,5772,original,shd-test-00181,65,9,19,19,9
shd,5772,reset_repaired,shd-test-00181,65,9,5,5,9
shd,8119,original,shd-test-00181,65,13,5,5,9
shd,8119,reset_repaired,shd-test-00181,65,13,13,13,9
shd,1701,original,shd-test-00182,66,9,5,5,5
shd,1701,reset_repaired,shd-test-00182,66,9,9,9,5
shd,2718,original,shd-test-00182,66,18,18,18,5
shd,2718,reset_repaired,shd-test-00182,66,18,18,18,5
shd,3141,original,shd-test-00182,66,18,18,18,5
shd,3141,reset_repaired,shd-test-00182,66,18,18,18,5
shd,5772,original,shd-test-00182,66,18,18,18,5
shd,5772,reset_repaired,shd-test-00182,66,18,18,18,5
shd,8119,original,shd-test-00182,66,18,18,18,5
shd,8119,reset_repaired,shd-test-00182,66,18,18,18,5
shd,1701,original,shd-test-00184,67,11,15,15,13
shd,1701,reset_repaired,shd-test-00184,67,11,11,11,13
shd,2718,original,shd-test-00184,67,11,11,15,13
shd,2718,reset_repaired,shd-test-00184,67,11,11,11,13
shd,3141,original,shd-test-00184,67,11,7,7,13
shd,3141,reset_repaired,shd-test-00184,67,11,11,11,13
shd,5772,original,shd-test-00184,67,11,15,15,13
shd,5772,reset_repaired,shd-test-00184,67,11,11,11,13
shd,8119,original,shd-test-00184,67,13,13,13,13
shd,8119,reset_repaired,shd-test-00184,67,13,11,11,13
shd,1701,original,shd-test-00185,68,7,7,7,7
shd,1701,reset_repaired,shd-test-00185,68,7,7,7,7
shd,2718,original,shd-test-00185,68,7,7,7,7
shd,2718,reset_repaired,shd-test-00185,68,7,7,7,7
shd,3141,original,shd-test-00185,68,7,7,7,7
shd,3141,reset_repaired,shd-test-00185,68,7,7,7,7
shd,5772,original,shd-test-00185,68,7,17,7,7
shd,5772,reset_repaired,shd-test-00185,68,7,7,7,7
shd,8119,original,shd-test-00185,68,7,7,7,7
shd,8119,reset_repaired,shd-test-00185,68,7,7,7,7
shd,1701,original,shd-test-00187,69,7,7,7,7
shd,1701,reset_repaired,shd-test-00187,69,7,7,7,7
shd,2718,original,shd-test-00187,69,7,2,7,7
shd,2718,reset_repaired,shd-test-00187,69,7,7,7,7
shd,3141,original,shd-test-00187,69,7,7,7,7
shd,3141,reset_repaired,shd-test-00187,69,7,7,7,7
shd,5772,original,shd-test-00187,69,7,2,2,7
shd,5772,reset_repaired,shd-test-00187,69,7,7,7,7
shd,8119,original,shd-test-00187,69,7,7,7,7
shd,8119,reset_repaired,shd-test-00187,69,7,7,7,7
shd,1701,original,shd-test-00188,70,17,3,3,17
shd,1701,reset_repaired,shd-test-00188,70,17,17,17,17
shd,2718,original,shd-test-00188,70,0,3,10,17
shd,2718,reset_repaired,shd-test-00188,70,0,0,17,17
shd,3141,original,shd-test-00188,70,17,3,17,17
shd,3141,reset_repaired,shd-test-00188,70,17,17,17,17
shd,5772,original,shd-test-00188,70,17,3,3,17
shd,5772,reset_repaired,shd-test-00188,70,17,10,10,17
shd,8119,original,shd-test-00188,70,17,17,3,17
shd,8119,reset_repaired,shd-test-00188,70,17,17,17,17
shd,1701,original,shd-test-00191,71,17,3,3,17
shd,1701,reset_repaired,shd-test-00191,71,17,17,0,17
shd,2718,original,shd-test-00191,71,17,3,17,17
shd,2718,reset_repaired,shd-test-00191,71,17,17,17,17
shd,3141,original,shd-test-00191,71,17,14,3,17
shd,3141,reset_repaired,shd-test-00191,71,17,17,14,17
shd,5772,original,shd-test-00191,71,17,14,17,17
shd,5772,reset_repaired,shd-test-00191,71,17,14,14,17
shd,8119,original,shd-test-00191,71,17,14,3,17
shd,8119,reset_repaired,shd-test-00191,71,17,17,17,17
shd,1701,original,shd-test-00192,72,13,13,13,13
shd,1701,reset_repaired,shd-test-00192,72,13,13,13,13
shd,2718,original,shd-test-00192,72,13,13,13,13
shd,2718,reset_repaired,shd-test-00192,72,13,13,13,13
shd,3141,original,shd-test-00192,72,13,5,5,13
shd,3141,reset_repaired,shd-test-00192,72,13,13,13,13
shd,5772,original,shd-test-00192,72,13,13,5,13
shd,5772,reset_repaired,shd-test-00192,72,13,13,13,13
shd,8119,original,shd-test-00192,72,13,13,13,13
shd,8119,reset_repaired,shd-test-00192,72,13,13,13,13
shd,1701,original,shd-test-00199,73,9,14,19,14
shd,1701,reset_repaired,shd-test-00199,73,9,14,14,14
shd,2718,original,shd-test-00199,73,13,13,13,14
shd,2718,reset_repaired,shd-test-00199,73,13,13,13,14
shd,3141,original,shd-test-00199,73,13,14,15,14
shd,3141,reset_repaired,shd-test-00199,73,13,14,13,14
shd,5772,original,shd-test-00199,73,14,14,19,14
shd,5772,reset_repaired,shd-test-00199,73,14,14,14,14
shd,8119,original,shd-test-00199,73,0,0,0,14
shd,8119,reset_repaired,shd-test-00199,73,0,0,0,14
shd,1701,original,shd-test-00202,74,6,6,6,6
shd,1701,reset_repaired,shd-test-00202,74,6,6,6,6
shd,2718,original,shd-test-00202,74,6,6,6,6
shd,2718,reset_repaired,shd-test-00202,74,6,6,6,6
shd,3141,original,shd-test-00202,74,6,6,6,6
shd,3141,reset_repaired,shd-test-00202,74,6,6,6,6
shd,5772,original,shd-test-00202,74,6,6,6,6
shd,5772,reset_repaired,shd-test-00202,74,6,6,6,6
shd,8119,original,shd-test-00202,74,6,6,6,6
shd,8119,reset_repaired,shd-test-00202,74,6,6,6,6
shd,1701,original,shd-test-00203,75,0,0,10,0
shd,1701,reset_repaired,shd-test-00203,75,0,0,0,0
shd,2718,original,shd-test-00203,75,0,3,10,0
shd,2718,reset_repaired,shd-test-00203,75,0,0,0,0
shd,3141,original,shd-test-00203,75,0,3,14,0
shd,3141,reset_repaired,shd-test-00203,75,0,0,0,0
shd,5772,original,shd-test-00203,75,10,14,3,0
shd,5772,reset_repaired,shd-test-00203,75,10,14,14,0
shd,8119,original,shd-test-00203,75,0,3,3,0
shd,8119,reset_repaired,shd-test-00203,75,0,0,0,0
shd,1701,original,shd-test-00204,76,6,6,6,6
shd,1701,reset_repaired,shd-test-00204,76,6,6,6,6
shd,2718,original,shd-test-00204,76,6,6,6,6
shd,2718,reset_repaired,shd-test-00204,76,6,6,6,6
shd,3141,original,shd-test-00204,76,6,6,6,6
shd,3141,reset_repaired,shd-test-00204,76,6,6,6,6
shd,5772,original,shd-test-00204,76,6,6,6,6
shd,5772,reset_repaired,shd-test-00204,76,6,6,6,6
shd,8119,original,shd-test-00204,76,6,6,6,6
shd,8119,reset_repaired,shd-test-00204,76,6,6,6,6
shd,1701,original,shd-test-00208,77,1,1,1,19
shd,1701,reset_repaired,shd-test-00208,77,1,1,1,19
shd,2718,original,shd-test-00208,77,1,19,9,19
shd,2718,reset_repaired,shd-test-00208,77,1,19,1,19
shd,3141,original,shd-test-00208,77,1,1,1,19
shd,3141,reset_repaired,shd-test-00208,77,1,1,1,19
shd,5772,original,shd-test-00208,77,19,19,19,19
shd,5772,reset_repaired,shd-test-00208,77,19,19,19,19
shd,8119,original,shd-test-00208,77,1,1,1,19
shd,8119,reset_repaired,shd-test-00208,77,1,1,1,19
shd,1701,original,shd-test-00211,78,12,12,12,12
shd,1701,reset_repaired,shd-test-00211,78,12,12,12,12
shd,2718,original,shd-test-00211,78,12,16,16,12
shd,2718,reset_repaired,shd-test-00211,78,12,12,12,12
shd,3141,original,shd-test-00211,78,12,12,12,12
shd,3141,reset_repaired,shd-test-00211,78,12,12,12,12
shd,5772,original,shd-test-00211,78,12,12,12,12
shd,5772,reset_repaired,shd-test-00211,78,12,12,12,12
shd,8119,original,shd-test-00211,78,12,12,12,12
shd,8119,reset_repaired,shd-test-00211,78,12,12,12,12
shd,1701,original,shd-test-00214,79,16,16,16,12
shd,1701,reset_repaired,shd-test-00214,79,16,16,12,12
shd,2718,original,shd-test-00214,79,13,16,16,12
shd,2718,reset_repaired,shd-test-00214,79,13,16,16,12
shd,3141,original,shd-test-00214,79,12,16,16,12
shd,3141,reset_repaired,shd-test-00214,79,12,12,16,12
shd,5772,original,shd-test-00214,79,12,16,16,12
shd,5772,reset_repaired,shd-test-00214,79,12,12,12,12
shd,8119,original,shd-test-00214,79,13,16,16,12
shd,8119,reset_repaired,shd-test-00214,79,13,13,13,12
shd,1701,original,shd-test-00216,80,12,12,16,12
shd,1701,reset_repaired,shd-test-00216,80,12,12,12,12
shd,2718,original,shd-test-00216,80,13,13,5,12
shd,2718,reset_repaired,shd-test-00216,80,13,13,13,12
shd,3141,original,shd-test-00216,80,12,5,5,12
shd,3141,reset_repaired,shd-test-00216,80,12,11,11,12
shd,5772,original,shd-test-00216,80,12,12,12,12
shd,5772,reset_repaired,shd-test-00216,80,12,12,12,12
shd,8119,original,shd-test-00216,80,13,13,12,12
shd,8119,reset_repaired,shd-test-00216,80,13,13,13,12
shd,1701,original,shd-test-00219,81,3,3,3,3
shd,1701,reset_repaired,shd-test-00219,81,3,3,3,3
shd,2718,original,shd-test-00219,81,3,3,3,3
shd,2718,reset_repaired,shd-test-00219,81,3,3,3,3
shd,3141,original,shd-test-00219,81,3,3,3,3
shd,3141,reset_repaired,shd-test-00219,81,3,3,3,3
shd,5772,original,shd-test-00219,81,3,3,3,3
shd,5772,reset_repaired,shd-test-00219,81,3,10,10,3
shd,8119,original,shd-test-00219,81,3,3,3,3
shd,8119,reset_repaired,shd-test-00219,81,3,10,3,3
shd,1701,original,shd-test-00220,82,8,8,8,3
shd,1701,reset_repaired,shd-test-00220,82,8,14,8,3
shd,2718,original,shd-test-00220,82,14,14,14,3
shd,2718,reset_repaired,shd-test-00220,82,14,14,14,3
shd,3141,original,shd-test-00220,82,14,3,3,3
shd,3141,reset_repaired,shd-test-00220,82,14,14,14,3
shd,5772,original,shd-test-00220,82,14,14,14,3
shd,5772,reset_repaired,shd-test-00220,82,14,14,14,3
shd,8119,original,shd-test-00220,82,14,14,14,3
shd,8119,reset_repaired,shd-test-00220,82,14,14,14,3
shd,1701,original,shd-test-00225,83,0,0,0,0
shd,1701,reset_repaired,shd-test-00225,83,0,0,0,0
shd,2718,original,shd-test-00225,83,0,2,2,0
shd,2718,reset_repaired,shd-test-00225,83,0,0,0,0
shd,3141,original,shd-test-00225,83,0,17,17,0
shd,3141,reset_repaired,shd-test-00225,83,0,0,0,0
shd,5772,original,shd-test-00225,83,0,17,17,0
shd,5772,reset_repaired,shd-test-00225,83,0,0,0,0
shd,8119,original,shd-test-00225,83,0,0,0,0
shd,8119,reset_repaired,shd-test-00225,83,0,0,0,0
shd,1701,original,shd-test-00228,84,15,15,15,15
shd,1701,reset_repaired,shd-test-00228,84,15,15,15,15
shd,2718,original,shd-test-00228,84,15,15,15,15
shd,2718,reset_repaired,shd-test-00228,84,15,15,15,15
shd,3141,original,shd-test-00228,84,15,15,15,15
shd,3141,reset_repaired,shd-test-00228,84,15,15,15,15
shd,5772,original,shd-test-00228,84,15,15,15,15
shd,5772,reset_repaired,shd-test-00228,84,15,15,15,15
shd,8119,original,shd-test-00228,84,15,15,15,15
shd,8119,reset_repaired,shd-test-00228,84,15,1,1,15
shd,1701,original,shd-test-00230,85,9,5,9,9
shd,1701,reset_repaired,shd-test-00230,85,9,9,9,9
shd,2718,original,shd-test-00230,85,5,5,5,9
shd,2718,reset_repaired,shd-test-00230,85,5,5,9,9
shd,3141,original,shd-test-00230,85,5,9,9,9
shd,3141,reset_repaired,shd-test-00230,85,5,9,9,9
shd,5772,original,shd-test-00230,85,19,19,5,9
shd,5772,reset_repaired,shd-test-00230,85,19,19,19,9
shd,8119,original,shd-test-00230,85,9,5,5,9
shd,8119,reset_repaired,shd-test-00230,85,9,5,9,9
shd,1701,original,shd-test-00231,86,9,13,13,9
shd,1701,reset_repaired,shd-test-00231,86,9,13,13,9
shd,2718,original,shd-test-00231,86,9,9,9,9
shd,2718,reset_repaired,shd-test-00231,86,9,9,9,9
shd,3141,original,shd-test-00231,86,9,9,9,9
shd,3141,reset_repaired,shd-test-00231,86,9,9,9,9
shd,5772,original,shd-test-00231,86,13,13,13,9
shd,5772,reset_repaired,shd-test-00231,86,13,13,13,9
shd,8119,original,shd-test-00231,86,9,13,13,9
shd,8119,reset_repaired,shd-test-00231,86,9,13,13,9
shd,1701,original,shd-test-00234,87,14,14,14,14
shd,1701,reset_repaired,shd-test-00234,87,14,14,14,14
shd,2718,original,shd-test-00234,87,14,14,14,14
shd,2718,reset_repaired,shd-test-00234,87,14,14,14,14
shd,3141,original,shd-test-00234,87,14,14,14,14
shd,3141,reset_repaired,shd-test-00234,87,14,14,14,14
shd,5772,original,shd-test-00234,87,14,14,14,14
shd,5772,reset_repaired,shd-test-00234,87,14,14,14,14
shd,8119,original,shd-test-00234,87,14,14,14,14
shd,8119,reset_repaired,shd-test-00234,87,14,14,14,14
shd,1701,original,shd-test-00241,88,0,3,2,2
shd,1701,reset_repaired,shd-test-00241,88,0,14,2,2
shd,2718,original,shd-test-00241,88,2,2,2,2
shd,2718,reset_repaired,shd-test-00241,88,2,0,2,2
shd,3141,original,shd-test-00241,88,2,2,2,2
shd,3141,reset_repaired,shd-test-00241,88,2,2,2,2
shd,5772,original,shd-test-00241,88,2,2,2,2
shd,5772,reset_repaired,shd-test-00241,88,2,2,2,2
shd,8119,original,shd-test-00241,88,2,2,2,2
shd,8119,reset_repaired,shd-test-00241,88,2,2,2,2
shd,1701,original,shd-test-00242,89,6,6,6,6
shd,1701,reset_repaired,shd-test-00242,89,6,6,6,6
shd,2718,original,shd-test-00242,89,6,6,6,6
shd,2718,reset_repaired,shd-test-00242,89,6,6,6,6
shd,3141,original,shd-test-00242,89,6,6,6,6
shd,3141,reset_repaired,shd-test-00242,89,6,6,6,6
shd,5772,original,shd-test-00242,89,6,6,6,6
shd,5772,reset_repaired,shd-test-00242,89,6,6,6,6
shd,8119,original,shd-test-00242,89,6,6,6,6
shd,8119,reset_repaired,shd-test-00242,89,6,6,6,6
shd,1701,original,shd-test-00243,90,6,6,6,6
shd,1701,reset_repaired,shd-test-00243,90,6,6,6,6
shd,2718,original,shd-test-00243,90,6,6,6,6
shd,2718,reset_repaired,shd-test-00243,90,6,6,6,6
shd,3141,original,shd-test-00243,90,6,6,6,6
shd,3141,reset_repaired,shd-test-00243,90,6,6,6,6
shd,5772,original,shd-test-00243,90,6,6,6,6
shd,5772,reset_repaired,shd-test-00243,90,6,6,6,6
shd,8119,original,shd-test-00243,90,6,6,6,6
shd,8119,reset_repaired,shd-test-00243,90,6,6,6,6
shd,1701,original,shd-test-00248,91,9,13,14,1
shd,1701,reset_repaired,shd-test-00248,91,9,13,13,1
shd,2718,original,shd-test-00248,91,13,9,9,1
shd,2718,reset_repaired,shd-test-00248,91,13,9,9,1
shd,3141,original,shd-test-00248,91,13,9,9,1
shd,3141,reset_repaired,shd-test-00248,91,13,13,13,1
shd,5772,original,shd-test-00248,91,9,19,19,1
shd,5772,reset_repaired,shd-test-00248,91,9,9,9,1
shd,8119,original,shd-test-00248,91,9,14,13,1
shd,8119,reset_repaired,shd-test-00248,91,9,9,9,1
shd,1701,original,shd-test-00249,92,11,15,5,7
shd,1701,reset_repaired,shd-test-00249,92,11,11,11,7
shd,2718,original,shd-test-00249,92,7,7,7,7
shd,2718,reset_repaired,shd-test-00249,92,7,5,7,7
shd,3141,original,shd-test-00249,92,7,7,7,7
shd,3141,reset_repaired,shd-test-00249,92,7,7,7,7
shd,5772,original,shd-test-00249,92,7,19,7,7
shd,5772,reset_repaired,shd-test-00249,92,7,13,9,7
shd,8119,original,shd-test-00249,92,13,13,7,7
shd,8119,reset_repaired,shd-test-00249,92,13,13,7,7
shd,1701,original,shd-test-00254,93,11,11,11,11
shd,1701,reset_repaired,shd-test-00254,93,11,11,11,11
shd,2718,original,shd-test-00254,93,11,11,11,11
shd,2718,reset_repaired,shd-test-00254,93,11,11,11,11
shd,3141,original,shd-test-00254,93,11,11,11,11
shd,3141,reset_repaired,shd-test-00254,93,11,11,11,11
shd,5772,original,shd-test-00254,93,11,11,11,11
shd,5772,reset_repaired,shd-test-00254,93,11,11,11,11
shd,8119,original,shd-test-00254,93,11,11,11,11
shd,8119,reset_repaired,shd-test-00254,93,11,11,11,11
shd,1701,original,shd-test-00259,94,12,12,12,12
shd,1701,reset_repaired,shd-test-00259,94,12,12,12,12
shd,2718,original,shd-test-00259,94,12,7,7,12
shd,2718,reset_repaired,shd-test-00259,94,12,12,12,12
shd,3141,original,shd-test-00259,94,12,12,12,12
shd,3141,reset_repaired,shd-test-00259,94,12,12,12,12
shd,5772,original,shd-test-00259,94,12,12,12,12
shd,5772,reset_repaired,shd-test-00259,94,12,12,12,12
shd,8119,original,shd-test-00259,94,12,12,12,12
shd,8119,reset_repaired,shd-test-00259,94,12,12,12,12
shd,1701,original,shd-test-00264,95,1,1,1,1
shd,1701,reset_repaired,shd-test-00264,95,1,1,1,1
shd,2718,original,shd-test-00264,95,1,1,1,1
shd,2718,reset_repaired,shd-test-00264,95,1,1,1,1
shd,3141,original,shd-test-00264,95,1,1,1,1
shd,3141,reset_repaired,shd-test-00264,95,1,1,1,1
shd,5772,original,shd-test-00264,95,1,1,1,1
shd,5772,reset_repaired,shd-test-00264,95,1,1,1,1
shd,8119,original,shd-test-00264,95,1,1,1,1
shd,8119,reset_repaired,shd-test-00264,95,1,1,1,1
shd,1701,original,shd-test-00266,96,15,15,15,15
shd,1701,reset_repaired,shd-test-00266,96,15,15,15,15
shd,2718,original,shd-test-00266,96,15,15,15,15
shd,2718,reset_repaired,shd-test-00266,96,15,15,15,15
shd,3141,original,shd-test-00266,96,15,15,15,15
shd,3141,reset_repaired,shd-test-00266,96,15,15,15,15
shd,5772,original,shd-test-00266,96,15,15,15,15
shd,5772,reset_repaired,shd-test-00266,96,15,15,15,15
shd,8119,original,shd-test-00266,96,4,15,15,15
shd,8119,reset_repaired,shd-test-00266,96,4,15,15,15
shd,1701,original,shd-test-00268,97,18,18,18,18
shd,1701,reset_repaired,shd-test-00268,97,18,18,18,18
shd,2718,original,shd-test-00268,97,18,18,18,18
shd,2718,reset_repaired,shd-test-00268,97,18,18,18,18
shd,3141,original,shd-test-00268,97,18,18,18,18
shd,3141,reset_repaired,shd-test-00268,97,18,18,18,18
