sample_index,sample_id,dataset_index,label,source_prediction_seed1701,source_prediction_seed2718,source_prediction_seed3141,source_prediction_seed5772,source_prediction_seed8119
568,shd-test-01498,1498,4,4,4,4,4,4
569,shd-test-01499,1499,5,13,13,13,13,13
570,shd-test-01500,1500,2,10,10,10,10,10
571,shd-test-01502,1502,8,8,8,8,8,8
572,shd-test-01503,1503,0,14,14,14,14,14
573,shd-test-01504,1504,15,15,4,15,15,4
574,shd-test-01505,1505,11,11,11,11,11,11
575,shd-test-01510,1510,11,11,11,11,11,11
576,shd-test-01512,1512,1,19,19,19,19,9
577,shd-test-01517,1517,16,16,16,16,16,16
578,shd-test-01521,1521,11,11,11,11,13,13
579,shd-test-01522,1522,10,14,10,10,10,10
580,shd-test-01525,1525,11,11,11,11,11,11
581,shd-test-01527,1527,8,8,8,8,8,8
582,shd-test-01530,1530,6,6,6,6,6,6
583,shd-test-01533,1533,4,4,4,4,4,4
584,shd-test-01540,1540,6,16,6,16,16,6
585,shd-test-01541,1541,3,10,10,10,10,10
586,shd-test-01542,1542,19,9,13,9,19,13
587,shd-test-01543,1543,12,12,11,12,12,12
588,shd-test-01547,1547,16,16,14,16,14,14
589,shd-test-01548,1548,3,14,14,14,10,10
590,shd-test-01552,1552,11,11,11,11,11,11
591,shd-test-01555,1555,8,8,8,8,8,8
592,shd-test-01556,1556,7,7,7,7,7,7
593,shd-test-01559,1559,18,18,18,18,18,18
594,shd-test-01564,1564,12,12,12,12,12,12
595,shd-test-01568,1568,19,1,4,19,19,4
596,shd-test-01571,1571,15,10,15,15,15,15
597,shd-test-01574,1574,1,19,19,19,19,19
598,shd-test-01576,1576,12,13,13,13,13,13
599,shd-test-01579,1579,9,9,13,13,9,13
600,shd-test-01583,1583,19,19,13,19,19,9
601,shd-test-01584,1584,14,14,14,14,14,14
602,shd-test-01586,1586,15,0,2,0,7,0
603,shd-test-01587,1587,4,4,4,4,4,4
604,shd-test-01588,1588,8,8,8,8,8,8
605,shd-test-01590,1590,9,9,13,9,13,13
606,shd-test-01593,1593,13,5,5,5,5,5
607,shd-test-01595,1595,11,11,11,11,16,11
608,shd-test-01606,1606,4,4,4,4,4,4
609,shd-test-01609,1609,10,10,10,14,10,0
610,shd-test-01611,1611,18,18,18,18,18,18
611,shd-test-01613,1613,18,18,18,18,18,18
612,shd-test-01615,1615,19,4,10,10,19,4
613,shd-test-01616,1616,5,5,13,13,13,5
614,shd-test-01617,1617,7,9,7,7,7,13
615,shd-test-01618,1618,14,14,14,14,14,14
616,shd-test-01622,1622,16,16,6,16,6,6
617,shd-test-01626,1626,17,9,0,19,19,1
618,shd-test-01627,1627,11,11,11,11,11,11
619,shd-test-01631,1631,5,13,5,5,5,5
620,shd-test-01632,1632,17,17,17,17,17,17
621,shd-test-01633,1633,12,12,12,12,12,12
622,shd-test-01637,1637,17,17,0,17,10,1
623,shd-test-01638,1638,9,5,5,5,5,9
624,shd-test-01641,1641,16,16,16,16,16,16
625,shd-test-01646,1646,5,5,5,5,5,5
626,shd-test-01648,1648,19,9,13,9,13,13
627,shd-test-01649,1649,9,9,13,9,9,9
628,shd-test-01653,1653,4,4,4,4,4,4
629,shd-test-01655,1655,16,16,14,16,14,14
630,shd-test-01656,1656,12,12,13,16,12,13
631,shd-test-01664,1664,5,5,5,5,5,5
632,shd-test-01668,1668,4,4,4,4,4,4
633,shd-test-01670,1670,7,7,7,7,7,7
634,shd-test-01671,1671,12,12,12,12,12,12
635,shd-test-01674,1674,8,8,8,8,8,8
636,shd-test-01677,1677,3,3,3,3,3,3
637,shd-test-01678,1678,17,17,0,17,17,0
638,shd-test-01679,1679,1,1,10,15,15,10
639,shd-test-01680,1680,4,4,4,4,19,4
640,shd-test-01683,1683,14,14,14,14,14,14
641,shd-test-01686,1686,12,16,16,16,12,13
642,shd-test-01688,1688,5,9,18,18,18,18
643,shd-test-01689,1689,13,12,13,13,12,13
644,shd-test-01690,1690,10,10,10,19,10,0
645,shd-test-01692,1692,10,10,10,3,14,3
646,shd-test-01693,1693,2,10,10,15,15,10
647,shd-test-01699,1699,18,18,18,18,18,18
648,shd-test-01700,1700,11,11,8,11,8,11
649,shd-test-01703,1703,0,0,0,0,0,0
650,shd-test-01708,1708,18,18,18,18,18,18
651,shd-test-01712,1712,1,1,1,1,1,1
652,shd-test-01715,1715,8,8,8,8,8,8
653,shd-test-01720,1720,15,15,15,15,15,15
654,shd-test-01726,1726,6,6,6,6,6,6
655,shd-test-01727,1727,11,11,5,13,11,13
656,shd-test-01728,1728,19,19,19,19,19,9
657,shd-test-01729,1729,0,10,10,10,10,10
658,shd-test-01735,1735,10,10,10,10,10,10
659,shd-test-01737,1737,16,16,6,16,16,16
660,shd-test-01739,1739,16,16,16,16,16,16
661,shd-test-01740,1740,9,9,9,9,9,9
662,shd-test-01741,1741,6,6,6,6,6,6
663,shd-test-01743,1743,7,7,7,7,7,7
664,shd-test-01744,1744,4,4,4,4,4,4
665,shd-test-01749,1749,13,13,13,13,13,13
666,shd-test-01752,1752,5,5,5,5,5,5
667,shd-test-01757,1757,6,6,6,6,6,16
668,shd-test-01759,1759,14,14,19,19,14,19
669,shd-test-01760,1760,18,18,18,18,18,18
670,shd-test-01762,1762,1,9,9,9,9,13
671,shd-test-01764,1764,4,4,4,4,4,4
672,shd-test-01765,1765,11,11,11,11,11,13
673,shd-test-01768,1768,2,10,14,14,10,10
674,shd-test-01770,1770,16,16,15,15,15,16
675,shd-test-01771,1771,10,10,10,14,14,0
676,shd-test-01775,1775,16,16,6,16,16,16
677,shd-test-01780,1780,4,4,4,19,4,4
678,shd-test-01781,1781,17,0,0,0,14,0
679,shd-test-01782,1782,3,14,14,14,14,14
680,shd-test-01795,1795,2,4,10,15,15,4
681,shd-test-01796,1796,13,9,5,5,5,13
682,shd-test-01798,1798,15,15,15,15,15,15
683,shd-test-01799,1799,2,2,2,2,2,2
684,shd-test-01800,1800,8,8,8,8,8,8
685,shd-test-01803,1803,17,14,0,17,17,0
686,shd-test-01804,1804,7,7,7,7,7,7
687,shd-test-01806,1806,19,4,10,19,19,10
688,shd-test-01808,1808,7,7,7,7,7,7
689,shd-test-01812,1812,13,13,13,13,13,13
690,shd-test-01813,1813,11,11,11,11,11,11
691,shd-test-01815,1815,5,5,5,5,5,5
692,shd-test-01817,1817,17,17,9,17,17,17
693,shd-test-01823,1823,8,8,8,8,8,8
694,shd-test-01824,1824,16,16,6,16,16,16
695,shd-test-01827,1827,5,5,5,5,5,5
696,shd-test-01837,1837,9,13,13,13,13,13
697,shd-test-01839,1839,4,4,4,4,4,4
698,shd-test-01840,1840,9,9,9,9,9,9
699,shd-test-01841,1841,16,16,16,16,16,16
700,shd-test-01842,1842,7,13,13,13,13,13
701,shd-test-01845,1845,7,12,7,12,12,12
702,shd-test-01850,1850,1,1,1,1,19,1
703,shd-test-01852,1852,0,0,0,0,0,0
704,shd-test-01854,1854,1,9,9,9,19,9
705,shd-test-01857,1857,14,14,14,14,14,14
706,shd-test-01859,1859,18,18,18,18,18,18
707,shd-test-01861,1861,13,9,13,13,9,9
708,shd-test-01862,1862,18,18,18,18,18,18
709,shd-test-01866,1866,15,15,15,15,15,15
710,shd-test-01870,1870,19,13,13,13,13,13
711,shd-test-01871,1871,15,15,15,15,15,15
712,shd-test-01875,1875,13,13,13,13,13,13
713,shd-test-01878,1878,10,10,10,10,10,10
714,shd-test-01879,1879,14,14,14,14,14,14
715,shd-test-01881,1881,8,8,8,8,8,8
716,shd-test-01885,1885,19,13,13,13,13,13
717,shd-test-01886,1886,3,15,3,15,15,15
718,shd-test-01891,1891,12,12,13,16,12,12
719,shd-test-01893,1893,7,7,7,7,7,7
720,shd-test-01894,1894,14,14,14,14,14,14
721,shd-test-01896,1896,13,13,13,13,13,13
722,shd-test-01897,1897,7,7,7,7,7,7
723,shd-test-01900,1900,16,16,16,16,16,16
724,shd-test-01901,1901,4,4,4,4,4,4
725,shd-test-01904,1904,7,7,7,7,7,7
726,shd-test-01906,1906,4,4,4,4,4,4
727,shd-test-01908,1908,7,5,5,5,5,5
728,shd-test-01912,1912,5,5,5,5,5,5
729,shd-test-01913,1913,12,12,12,12,12,12
730,shd-test-01916,1916,4,4,4,4,4,4
731,shd-test-01917,1917,3,3,3,3,14,14
732,shd-test-01920,1920,0,0,17,17,0,0
733,shd-test-01922,1922,4,4,4,4,4,4
734,shd-test-01923,1923,3,3,3,3,3,3
735,shd-test-01934,1934,1,9,9,19,19,9
736,shd-test-01941,1941,17,17,9,17,17,17
737,shd-test-01942,1942,7,7,7,7,7,7
738,shd-test-01944,1944,11,11,11,11,11,11
739,shd-test-01946,1946,13,9,13,19,19,9
740,shd-test-01951,1951,14,14,14,14,14,14
741,shd-test-01953,1953,0,0,0,0,0,0
742,shd-test-01954,1954,1,9,13,13,19,9
743,shd-test-01956,1956,8,8,8,8,8,8
744,shd-test-01959,1959,10,10,10,10,10,10
745,shd-test-01961,1961,3,3,3,3,3,3
746,shd-test-01962,1962,14,14,14,14,14,0
747,shd-test-01976,1976,14,14,10,10,10,0
748,shd-test-01977,1977,16,16,16,16,16,16
749,shd-test-01981,1981,4,4,4,4,4,4
750,shd-test-01982,1982,19,19,19,19,19,9
751,shd-test-01983,1983,2,2,2,2,2,2
752,shd-test-01984,1984,4,4,4,4,4,4
753,shd-test-01985,1985,15,15,15,15,15,15
754,shd-test-01987,1987,18,18,18,18,18,18
755,shd-test-01991,1991,16,16,14,16,16,14
756,shd-test-01994,1994,11,11,11,11,11,11
757,shd-test-01996,1996,12,16,16,16,12,12
758,shd-test-01997,1997,17,14,14,14,14,14
759,shd-test-02000,2000,17,17,17,17,17,17
760,shd-test-02002,2002,6,6,6,6,6,6
761,shd-test-02003,2003,11,11,11,11,11,11
762,shd-test-02006,2006,18,18,18,18,18,18
763,shd-test-02011,2011,1,19,9,19,19,9
764,shd-test-02013,2013,7,12,7,7,5,7
765,shd-test-02014,2014,6,6,6,6,6,6
766,shd-test-02015,2015,4,4,4,4,4,4
767,shd-test-02018,2018,12,12,12,12,12,12
768,shd-test-02021,2021,4,4,4,4,4,4
769,shd-test-02022,2022,14,14,14,14,14,10
770,shd-test-02023,2023,2,4,10,14,19,0
771,shd-test-02024,2024,14,14,10,14,14,0
772,shd-test-02026,2026,8,8,8,8,8,8
773,shd-test-02027,2027,2,2,2,2,2,2
774,shd-test-02030,2030,14,14,14,14,14,14
775,shd-test-02033,2033,16,14,14,14,14,14
776,shd-test-02034,2034,14,14,13,14,14,13
777,shd-test-02035,2035,15,15,15,15,15,15
778,shd-test-02037,2037,0,0,0,14,10,0
779,shd-test-02039,2039,11,8,8,16,8,13
780,shd-test-02042,2042,12,12,7,12,12,12
781,shd-test-02048,2048,13,13,13,13,13,13
782,shd-test-02049,2049,17,9,9,9,9,9
783,shd-test-02051,2051,2,2,2,2,2,2
784,shd-test-02052,2052,5,5,5,5,5,5
785,shd-test-02053,2053,8,8,8,8,8,8
786,shd-test-02059,2059,15,15,15,15,15,4
787,shd-test-02061,2061,12,12,12,12,12,12
788,shd-test-02062,2062,8,8,8,8,8,8
789,shd-test-02067,2067,2,2,2,2,2,2
790,shd-test-02070,2070,17,17,17,17,17,17
791,shd-test-02073,2073,2,0,14,14,14,14
792,shd-test-02074,2074,16,16,16,16,16,16
793,shd-test-02079,2079,0,0,0,0,0,0
794,shd-test-02081,2081,12,11,13,16,14,13
795,shd-test-02082,2082,13,13,13,13,12,13
796,shd-test-02084,2084,6,6,6,6,6,6
797,shd-test-02085,2085,16,16,16,16,16,16
798,shd-test-02090,2090,0,10,10,10,10,0
799,shd-test-02091,2091,17,14,10,14,14,0
800,shd-test-02092,2092,14,14,14,14,14,14
801,shd-test-02093,2093,16,6,6,16,6,6
802,shd-test-02095,2095,17,3,3,3,3,3
803,shd-test-02104,2104,7,7,7,7,9,7
804,shd-test-02107,2107,15,15,15,15,15,15
805,shd-test-02108,2108,6,6,6,6,6,6
806,shd-test-02111,2111,15,10,2,2,15,2
807,shd-test-02112,2112,11,11,11,11,11,11
808,shd-test-02118,2118,14,14,14,14,14,0
809,shd-test-02122,2122,12,12,11,12,12,12
810,shd-test-02124,2124,13,9,13,9,9,9
811,shd-test-02125,2125,5,8,13,8,8,5
812,shd-test-02127,2127,4,4,4,4,5,4
813,shd-test-02128,2128,12,12,12,12,12,12
814,shd-test-02131,2131,14,14,10,14,14,0
815,shd-test-02134,2134,13,5,5,5,5,13
816,shd-test-02136,2136,5,5,5,5,5,5
817,shd-test-02137,2137,0,17,17,17,17,17
818,shd-test-02141,2141,16,16,6,16,16,16
819,shd-test-02142,2142,19,13,13,13,13,13
820,shd-test-02143,2143,18,18,18,18,18,18
821,shd-test-02147,2147,12,12,12,12,12,12
822,shd-test-02150,2150,13,13,5,13,5,13
823,shd-test-02151,2151,9,9,9,9,9,9
824,shd-test-02154,2154,10,3,10,10,14,0
825,shd-test-02155,2155,10,10,10,10,10,10
826,shd-test-02159,2159,4,4,4,4,4,4
827,shd-test-02161,2161,12,12,13,12,12,13
828,shd-test-02164,2164,12,12,12,12,12,12
829,shd-test-02167,2167,12,14,13,16,14,14
830,shd-test-02168,2168,12,12,13,13,13,13
831,shd-test-02170,2170,18,18,18,18,18,18
832,shd-test-02174,2174,16,16,16,16,8,8
833,shd-test-02175,2175,15,15,15,15,15,15
834,shd-test-02185,2185,18,18,18,18,18,18
835,shd-test-02187,2187,12,12,12,12,12,12
836,shd-test-02189,2189,7,7,7,7,7,7
837,shd-test-02197,2197,17,3,3,14,3,3
838,shd-test-02201,2201,15,15,15,15,15,15
839,shd-test-02202,2202,2,2,2,2,2,2
840,shd-test-02204,2204,13,9,5,13,5,13
841,shd-test-02205,2205,17,10,10,10,10,10
842,shd-test-02208,2208,17,17,17,17,17,0
843,shd-test-02209,2209,15,15,15,15,15,4
844,shd-test-02213,2213,15,15,4,15,15,15
845,shd-test-02214,2214,18,18,18,18,18,18
846,shd-test-02215,2215,11,11,11,11,11,11
847,shd-test-02216,2216,5,12,13,12,5,5
848,shd-test-02221,2221,7,7,7,7,7,7
849,shd-test-02222,2222,8,8,8,8,8,8
850,shd-test-02229,2229,12,12,12,12,12,12
851,shd-test-02232,2232,3,3,3,3,3,3
852,shd-test-02233,2233,13,12,13,13,12,13
853,shd-test-02235,2235,4,4,4,4,4,4
854,shd-test-02242,2242,4,4,4,4,4,4
855,shd-test-02243,2243,1,1,19,19,19,1
856,shd-test-02247,2247,18,18,18,18,18,18
857,shd-test-02251,2251,1,9,9,9,19,9
858,shd-test-02259,2259,4,4,4,4,4,4
859,shd-test-02260,2260,6,6,6,6,6,6
860,shd-test-02261,2261,1,9,9,9,19,9
